Users,Age,Gender,Weight (kg),Height (m),Max_BPM,Avg_BPM,Resting_BPM,Session_Duration (hours),Calories_Burned,Workout_Type,Fat_Percentage,Water_Intake (liters),Workout_Frequency (days/week),Experience_Level,BMI
1335,22,Male,52.3,1.66,190,146,59,0.76,1186,Yoga,21.4,3.3,2,Intermediate  ,15.38
1336,37,Female,40,1.66,176,134,57,2,931,Strength,27.2,2.7,3,Intermediate  ,23.21
1337,18,Female,53.9,1.73,177,157,73,1.24,1483,Cardio,10,3.5,3,Beginner,15.92
1338,52,Male,54.9,1.67,167,144,69,2,997,Strength,16.4,2.5,4,Intermediate  ,18.27
1339,18,Male,62.7,1.87,184,141,59,1.59,708,Cardio,10.3,1.5,2,Intermediate  ,13.14
1340,57,Female,98.3,1.71,162,126,61,0.95,366,HIIT,22.7,3.3,3,Intermediate  ,20.61
1341,40,Female,71.4,1.92,171,167,57,0.62,1412,Strength,10,1.8,3,Beginner,18.19
1342,33,Male,74.6,1.58,172,165,68,1.4,1271,Yoga,15.6,2.7,2,Intermediate  ,13.23
1343,51,Male,47.1,2,177,163,65,1.29,1140,Yoga,21.9,2.8,5,Beginner,14.85
1344,46,Female,49.2,1.5,184,120,73,2,832,Yoga,25.9,3.3,3,Beginner,15.31
1345,51,Male,80.8,2,167,129,55,1.52,1454,Cardio,33.9,1.6,3,Beginner,12.58
1346,59,Female,85.7,1.6,182,140,72,2,1243,Yoga,33.4,1.5,4,Expert   ,24.01
1347,18,Male,42.3,1.64,198,169,65,1.55,1199,Cardio,26.4,3.2,4,Beginner,15.26
1348,23,Female,41.5,1.89,188,129,59,1.35,532,HIIT,27.6,3.4,3,Intermediate  ,20.79
1349,22,Male,84.3,1.6,173,127,72,0.8,911,HIIT,24,3.3,5,Beginner,13.86
1350,34,Male,82.4,1.66,192,148,72,1.11,1090,Strength,26.3,3.4,2,Intermediate  ,18.08
1351,32,Male,40.6,1.92,166,169,57,1.33,1783,Strength,17.1,3.6,5,Expert   ,12.32
1352,46,Female,58.6,2,194,135,55,2,1162,HIIT,27.1,3.6,2,Beginner,24.38
1353,20,Male,40,1.81,176,138,66,1.44,1210,Cardio,23,3.6,4,Intermediate  ,12.32
1354,36,Female,80.8,1.71,162,163,74,1.86,900,Yoga,19.4,2,2,Intermediate  ,12.54
1355,54,Male,88.5,2,173,134,58,1.11,1388,HIIT,27.7,3.7,3,Intermediate  ,36.73
1356,52,Male,84.3,1.69,164,169,54,0.77,1367,HIIT,32.6,2.9,3,Intermediate  ,15.11
1357,47,Male,70.1,1.84,188,129,67,1.2,1261,Strength,28.4,2.5,3,Intermediate  ,17.99
1358,35,Male,49.3,1.71,180,152,73,1.04,956,Cardio,32.9,1.7,4,Expert   ,12.65
1359,40,Male,79.5,1.92,184,156,52,1.29,1178,Strength,14.7,1.5,4,Beginner,23.51
